CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
40.575.940/0001-23;01/06/2023;2;19/09/2023;ZAVIT REAL ESTATE FUND - FUNDO DE INVESTIMENTO IMOBILIÁRIO;05/07/2021;INVESTIDORES EM GERAL;BRZAVICTF004;926.518.000.008;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;4,05759E+13;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
41.076.380/0001-25;01/06/2023;1;28/09/2023;EQI RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO FII;24/08/2021;INVESTIDORES EM GERAL;BREQIRCTF003;5025000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
41.076.564/0001-95;01/06/2023;1;28/09/2023;IRIDIUM FII;24/05/2021;INVESTIDORES EM GERAL;BRIRIMCTF003;1920000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
41.076.823/0001-88;01/06/2023;1;28/09/2023;ALIANZA URBAN HUB RENDA FII;23/12/2021;INVESTIDOR QUALIFICADO;BRAURBCTF008;880560;N;N;Renda;Logística;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
41.076.851/0001-03;01/06/2023;1;28/09/2023;EXES FII;02/09/2021;INVESTIDOR QUALIFICADO;BREXESCTF006;412496;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
41.080.968/0001-52;01/06/2023;1;28/09/2023;FII MAUA CAPITAL MPD DESENVOLVIMENTO RESIDENCIAL;17/09/2021;INVESTIDOR PROFISSIONAL;BRMMPDCTF000;530000;N;N;Desenvolvimento para Venda;Outros;Ativa;Determinado;26/07/2029;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
41.081.088/0001-09;01/06/2023;1;27/09/2023;VALORA CRA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGRO;24/11/2021;INVESTIDORES EM GERAL;BRVGIACTF004;0;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
41.081.356/0001-84;01/06/2023;2;04/10/2023;BRIO MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO;29/10/2021;INVESTIDOR QUALIFICADO;BRBIMECTF006;5845602;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;N;S;N;S;N;BRL TRUST DTVM S.A;4,10814E+13;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
41.114.606/0001-35;01/12/2023;1;17/01/2024;FUNDO DE INVEST. IMOB. HOSPITAL UNIMED INVESTCOOP NACIONAL;20/04/2021;INVESTIDOR PROFISSIONAL;;1110000;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/dez;N;S;N;N;S;COINVALORES CCVM LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
41.219.454/0001-35;01/06/2023;1;03/10/2023;COXIM FUNDO DE INVESTIMENTO IMOBILIÁRIO;08/06/2021;INVESTIDOR QUALIFICADO;0;133.404.342.918.928;N;N;Renda;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;Av Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452000;11 3504-1300;;;www.reag.com.br;dtvm@reag.com.br
41.224.330/0001-48;01/06/2023;1;15/09/2023;ECOAGRO I FII CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO;22/12/2021;INVESTIDORES EM GERAL;BREGAFCTF006;1888921;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/jun;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;4,12243E+13;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
41.251.077/0001-11;01/06/2023;1;26/09/2023;FRONTEIRA MULTI FUNDO DE INVESTIMENTO IMOBILIÁRIO;28/07/2021;INVESTIDORES EM GERAL;BR09XWCTF007;130500;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BANCO DAYCOVAL S/A;6,22329E+13;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;(11) 3138-1678;(11) 3138-1678;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
41.256.643/0001-88;01/06/2023;1;28/09/2023;WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/12/2021;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;S;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.272.747/0001-86;01/06/2023;1;28/09/2023;PLURAL BRB CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO;28/07/2022;INVESTIDORES EM GERAL;BRPLCACTF009;557019;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;N;S;N;S;S;BANCO GENIAL S.A;4,52464E+13;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;213293-3000;113206-8000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
41.673.359/0001-07;01/06/2023;2;02/01/2024;CLD GUARULHOS - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;04/10/2022;INVESTIDORES EM GERAL;BR0DS5CTF004;6.834.773.421;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;N;S;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;6,22854E+13;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 andar;Jardim Paulistano;São Paulo;SP;01452-919;(11)2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
41.745.701/0001-37;01/06/2023;1;27/09/2023;KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO;18/10/2021;INVESTIDORES EM GERAL;BRKNCACTF014;15489328;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
41.776.296/0001-14;01/06/2023;1;05/10/2023;LOS ANGELES FUNDO DE INVESTIMENTO IMOBILIÁRIO;05/08/2019;INVESTIDOR PROFISSIONAL;0;11.237.929.060.446;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
41.922.239/0001-04;01/12/2023;1;15/02/2024;CSHG RESIDENCIAL - FDO INVEST IMOBILIÁRIO - FII;11/11/2021;INVESTIDOR PROFISSIONAL;BRHGRSCTF006;1492940;N;N;Renda;Residencial;Ativa;Indeterminado;;31/dez;S;N;N;S;N;CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.;6,18092E+13;RUA LEOPOLDO COUTO DE MAGALHAES JUNIOR;700;11º ANDAR, (PARTE), 13º ANDAR E 14º ANDAR (PARTE);ITAIM BIBI;SÃO PAULO;SP;04542-000;(11) 3701-8600;;;https://imobiliario.cshg.com.br/;ri.imobiliario@cshg.com.br
41.969.501/0001-68;01/06/2023;1;26/09/2023;BWP DIASE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIARIO;28/01/2022;INVESTIDOR QUALIFICADO;BRBWP1CTF006;2000;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11)2172-2600;0800 179 444;(11)2172-2600;www.planner.com.br;ejsilva@planner.com.br
41.969.537/0001-41;01/06/2023;1;26/09/2023;ANGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;15/06/2022;INVESTIDOR PROFISSIONAL;BR0ALPCTF000;688.88;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;;www.planner.com.br;aaipp@planner.com.br
42.405.905/0001-91;01/06/2023;1;28/09/2023;FG AGRO FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS;04/01/2022;INVESTIDORES EM GERAL;BRFGAACTF004;34097599;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BRL TRUST DTVM S.A;4,24059E+13;Rua Alves Guimarães;1216;;Pinheiros;SÃO PAULO;SP;05410-002;(11) 3509-0600;;;WWW.BRLTRUST.COM.BR;juridico.fii@apexgroup.com
42.432.327/0001-82;01/06/2023;1;28/09/2023;NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIARIO;13/08/2021;INVESTIDORES EM GERAL;BRAPTOCTF007;4012857;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BRL TRUST DTVM S.A;4,24323E+13;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
42.479.593/0001-60;01/06/2023;1;27/09/2023;ITAÚ ASSET RURAL FIAGRO - IMOBILIÁRIO;23/02/2022;INVESTIDORES EM GERAL;BRRURAR01M16;97599509;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.479.609/0001-35;01/06/2023;1;15/09/2023;KINEA LOG DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;29/10/2021;INVESTIDOR QUALIFICADO;BR0ABACTF003;11.519.764.139;N;N;Renda;Logística;Ativa;Determinado;29/10/2027;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;4538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.502.802/0001-40;01/06/2023;1;27/09/2023;KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;21/01/2022;INVESTIDORES EM GERAL;BRKCRECTF009;3600000;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.502.827/0001-43;01/06/2023;1;14/09/2023;VECTIS DATAGRO CRÉD AGRONEGÓCIO FI NAS CADEIAS PROD AGRO IMO;29/12/2021;INVESTIDORES EM GERAL;BRVCRACTF004;4593919;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.502.842/0001-91;01/06/2023;1;31/08/2023;RBR PREMIUM RECEBÍVEIS IMOB FUNDO INVESTIMENTO IMOBILIÁRIO;02/02/2022;INVESTIDORES EM GERAL;BRRPRICTF007;2241755;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.537.438/0001-53;01/06/2023;1;28/09/2023;NCH RECEBIVEIS DO AGRONEGOCIO FIAGRO IMOBILIARIO;30/11/2021;INVESTIDORES EM GERAL;BRNCRACTF001;4079106;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
42.537.492/0001-07;01/06/2023;1;28/09/2023;FUNDO DE INSVESTIMENTO IMOBILIARIO PRIME OFFICES III;04/10/2021;INVESTIDOR QUALIFICADO;;650000;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
42.537.540/0001-59;01/06/2023;1;25/09/2023;FUNDO DE INVESTIMENTO IMOBILIÁRIO - BRICK 80;08/10/2021;INVESTIDOR PROFISSIONAL;BR0AJUCTF004;301981.98;S;N;Renda;Híbrido;Passiva;Indeterminado;;30/jun;S;S;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;5º andar - parte;Botafogo;Rio de Janeiro;RJ;22250040;(21) 3262-9600;;;https://www.btgpactual.com/;ol-reguladores@btgpactual.com
42.537.579/0001-76;01/06/2023;1;27/09/2023;CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIARIO;16/03/2022;INVESTIDORES EM GERAL;;4138006;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
42.537.601/0001-88;01/06/2023;2;29/09/2023;SPECIALE REAL ESTATE DEVELOPMENT FII;15/12/2021;INVESTIDOR PROFISSIONAL;BR0G1UCTF009;309804;S;N;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;07/12/2029;30/jun;N;S;N;S;N;BANCO DAYCOVAL S/A;6,22329E+13;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
42.592.476/0001-09;01/06/2023;1;28/09/2023;LESTE FIAGRO IMOBILIÁRIO;16/12/2020;INVESTIDOR PROFISSIONAL;BRLSAGCTF004;877799;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BANCO GENIAL S.A;4,52464E+13;PR DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;1132068000;2139233000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
42.692.399/0001-69;01/06/2023;1;22/09/2023;INTER AMERRA - FIAGRO - IMOBILIÁRIO;28/06/2023;INVESTIDORES EM GERAL;BRIAAGCTF008;5448766;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;1,89457E+13;Avenida Barbacena;1219;21;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;https://www.bancointer.com.br/inter-dtvm/;admfundos@interdtvm.com.br
42.737.059/0001-07;01/06/2023;1;31/08/2023;KINEA PREMIUM PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;21/07/2022;INVESTIDORES EM GERAL;BRKNPRCTF002;579911;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;21/07/2026;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.737.077/0001-99;01/06/2023;1;27/09/2023;ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO;10/11/2022;INVESTIDORES EM GERAL;BRTMPSCTF003;978968;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;10/11/2028;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.754.342/0001-47;01/06/2023;1;27/09/2023;KINEA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/02/2023;INVESTIDORES EM GERAL;BRKNHFCTF004;8404338;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;4538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.754.362/0001-18;01/06/2023;1;27/09/2023;KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO;15/12/2022;INVESTIDORES EM GERAL;BR0EBICTF008;1664049;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;6,24181E+13;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
42.869.892/0001-01;01/06/2023;2;04/10/2023;BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO;25/07/2022;INVESTIDOR PROFISSIONAL;BRBIPDCTF001;48718;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BRL TRUST DTVM S.A.;1,34868E+13;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-062023;;;www.brltrust.com.br;juridico.fii@apexgroup.com
42.888.292/0001-90;01/06/2023;1;27/09/2023;JGP CRÉDITO FIAGRO IMOBILIÁRIO;23/11/2021;INVESTIDORES EM GERAL;BRJGPXCTF006;848097;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BANCO DAYCOVAL S/A;6,22329E+13;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;(11) 3138-1678;(11) 3138-1678;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
43.008.233/0001-43;01/06/2023;1;28/09/2023;BTG PACTUAL CREDITO PARA INCORPORACAO  FII FII;31/10/2022;INVESTIDORES EM GERAL;BR0D70CTF004;72755550;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;N;N;S;N;S;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
43.008.884/0001-33;01/06/2023;1;28/09/2023;FII FII MAUA PROPRIEDADES PARA INVESTIMENTO;26/07/2022;INVESTIDOR PROFISSIONAL;;245000;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
43.101.312/0001-02;01/06/2023;1;03/10/2023;FII MEIRINGEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;23/02/2022;INVESTIDOR PROFISSIONAL;0;249.259.286.668.198;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
43.440.579/0001-16;01/06/2023;1;27/09/2023;WARREN SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;28/09/2022;INVESTIDOR PROFISSIONAL;BRWSECCTF010;245651;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;N;N;S;N;N;WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.;9,28758E+13;AV. OSVALDO ARANHA;720;SALA 201;BOM FIM;PORTO ALEGRE;RS;90035-191;(51) 3907-4080;;;WWW.WARREN.COM.BR;CONTROLES.FIDUCIARIOS@WARREN.COM.BR
43.617.647/0001-70;01/06/2023;1;06/09/2023;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;02/05/2022;INVESTIDOR QUALIFICADO;BR0CNPCTF002;9900000;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;30/jun;S;N;N;S;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES IMOBILIÁRIOS S.A.;3,38507E+13;Centro Empresarial CNC - ST SAUN Quadra 5 Lote C, Bloco C,;n/a;2º Andar;Brasília;Brasília;DF;70040250;61 3409-2005;61 3409-2030;;www.brb.com.br;relacionamento@dtvm.brb.com.br
43.740.825/0001-55;01/06/2023;1;05/10/2023;KOMBI AZUL FUNDO DE INVESTIMENTO IMOBILIÁRIO;05/08/2019;INVESTIDOR PROFISSIONAL;0;3.725.013.692;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
43.741.195/0001-33;01/06/2023;1;28/09/2023;MAUÁ CAPITAL CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO IMOB;02/08/2021;INVESTIDORES EM GERAL;BR0DDTCTF003;4658850;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;N;S;N;N;S;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
43.741.205/0001-30;01/06/2023;1;28/09/2023;JGP CREDITO AGRO FIAGRO - FI IMOBILIÁRIO;14/09/2022;INVESTIDORES EM GERAL;BR0DDTCTF003;19249618;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;N;S;N;N;S;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
