CNPJ_Fundo;Data_Referencia;Versao;Nome_Diretor_Representante;Funcao;Nome_Empresa;Periodo;Cargo_Funcao;Atividade_Principal
42.479.609/0001-35;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
42.479.609/0001-35;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
42.502.802/0001-40;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
42.502.802/0001-40;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Fevereiro/2021 - Atual;Diretor;Responsável perante a CVM pela atividade de administração de carteira de valores mobiliários, administração fiduciária.
42.502.802/0001-40;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
42.502.827/0001-43;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
42.502.827/0001-43;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
42.502.827/0001-43;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Fevereiro/2021 - Atual;Diretor;Responsável perante a CVM pela atividade de administração de carteira de valores mobiliários, administração fiduciária.
42.502.842/0001-91;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
42.502.842/0001-91;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
42.502.842/0001-91;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Fevereiro/2021 - Atual;Diretor;Responsável perante a CVM pela atividade de administração de carteira de valores mobiliários, administração fiduciária.
42.537.438/0001-53;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
42.537.438/0001-53;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
42.537.492/0001-07;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
42.537.492/0001-07;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de CEO (Chief executive Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de CEO (Chief Executive Officer) da área de Global Asset Management.
42.537.540/0001-59;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer)da área de Merchant Banking e,atualmente, ocupa o cargo de COO (Chief Operations Officer)da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief OperationsOfficer) da área de Global Asset Management.
42.537.540/0001-59;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
42.537.579/0001-76;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
42.537.579/0001-76;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
42.592.476/0001-09;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;J.P. Morgan;2010/2016;Diretor;Instituição financeira
42.592.476/0001-09;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;BANCO GENIAL S.A.;2016/Atual;Diretor;Instituição financeira
42.692.399/0001-69;2023-06-01;1;Maria Clara Guimarães Gusmão;Diretor Responsável pelo FII;Inter DTVM Ltda.;De abril de 2016 até a data presente;Diretora de Administração Fiduciária;Ocupa o cargo de Diretora de Administração Fiduciária
42.692.399/0001-69;2023-06-01;1;Maria Clara Guimarães Gusmão;Diretor Responsável pelo FII;MRV Engenharia e Participações S.A.;De agosto de 2010 até julho de 2015;Analista de Relações com Investidores;Relação com os Investidores
42.737.059/0001-07;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
42.737.059/0001-07;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Fevereiro/2021 - Atual;Diretor;Responsável perante a CVM pela atividade de administração de carteira de valores mobiliários, administração fiduciária.
42.737.059/0001-07;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
42.737.077/0001-99;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Fevereiro/2021 - Atual;Diretor;Responsável perante a CVM pela atividade de administração de carteira de valores mobiliários, administração fiduciária.
42.737.077/0001-99;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
42.737.077/0001-99;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
42.754.342/0001-47;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
42.754.342/0001-47;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Fevereiro/2021 - Atual;Diretor;Responsável perante a CVM pela atividade de administração de carteira de valores mobiliários, administração fiduciária.
42.754.342/0001-47;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
42.754.362/0001-18;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
42.754.362/0001-18;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
42.754.362/0001-18;2023-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Fevereiro/2021 - Atual;Diretor;Responsável perante a CVM pela atividade de administração de carteira de valores mobiliários, administração fiduciária.
42.869.892/0001-01;2023-06-01;2;Danilo Christófaro Barbieri;Diretor Responsável pelo FII;BRL TRUST DTVM S.A;Desde 01/04/2016;Sócio-Diretor;Administrador fiduciário
43.008.233/0001-43;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de CEO (Chief Executive Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de CEO (Chief Executive Officer) da área de Global Asset Management.
43.008.233/0001-43;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
43.008.884/0001-33;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
43.008.884/0001-33;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
43.440.579/0001-16;2023-06-01;1;TITO CAPITANI GUSMÃO;Diretor Responsável pelo FII;Grupo Warren;2015 - Data atual;CEO;Gestão e Administração de Recursos
43.617.647/0001-70;2023-06-01;1;EMERSON VASCONCELOS RIZZA;Diretor Responsável pelo FII;Banco de Brasília S.A;out17 a set20;SUPERINTENDENTE;Serviços Qualificados e Adm Fiduciária
43.617.647/0001-70;2023-06-01;1;EMERSON VASCONCELOS RIZZA;Diretor Responsável pelo FII;Banco de Brasília S.A;out15 a out17;SUPERINTENDENTE;Operações de Crédito Cosignado e Veículos
43.741.195/0001-33;2023-06-01;1;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;XP Investimentos CCTVM S.A.;Desde setembro de 2021;Diretor de Administração Fiduciária;Diretor responsável pelos serviços de administração fiduciária
43.741.195/0001-33;2023-06-01;1;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;março de 2015 a agosto de 2021;Diretor Executivo;Diretor Executivo responsável pelos serviços de administração fiduciária, custódia e controladoria
43.741.205/0001-30;2023-06-01;1;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;XP Investimentos CCTVM S.A.;Desde setembro de 2021;Diretor de Administração Fiduciária;Diretor responsável pelos serviços de administração fiduciária
43.741.205/0001-30;2023-06-01;1;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;março de 2015 a agosto de 2021;Diretor Executivo;Diretor Executivo responsável pelos serviços de administração fiduciária, custódia e controladoria
43.790.197/0001-12;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Grupo Planner;2001/ Atual;Diretor / Conselheiro;Responsável pela administração fiduciária de Fundos de Investimento
43.790.197/0001-12;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Planner Corretora de Valores S/A;1999/2000;Gerente;Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos "covenants" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes.
43.790.197/0001-12;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bandeirantes de Investimentos S/A;1986/1999;Analista de Investimento;Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros.
43.790.197/0001-12;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bradesco S/A;2000/2001;Gerente de Underwriting;Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais).
43.862.625/0001-75;2023-12-01;1;CAROLINA ANDREA GARISTO GREGÓRIO;Diretor Responsável pelo FII;UNITAS CONSULTORIA E EMPREENDIMENTOS LTDA.;2016 até a presente data;Diretora;Consultoria Imobiliária, Estruturação e Desenvolvimento de Empreendimentos Imobiliária.
43.862.625/0001-75;2023-12-01;1;CAROLINA ANDREA GARISTO GREGÓRIO;Diretor Responsável pelo FII;BR-CAPITAL D.T.V.M. S.A.;2016 até a presente data;Diretora;Distribuidora de Títulos e Valores Mobiliários
43.951.875/0001-81;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;J.P. Morgan;2010/2016;Diretor;Instituição financeira
43.951.875/0001-81;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;BANCO GENIAL S.A.;2016/Atual;Diretor;Instituição financeira
43.951.911/0001-07;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;J.P. Morgan;2010/2016;Diretor;Instituição financeira
43.951.911/0001-07;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;BANCO GENIAL S.A.;2016/Atual;Diretor;Instituição financeira
44.002.561/0001-03;2023-06-01;1;Daniel Doll Lemos;Diretor Responsável pelo FII;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;05/2000;(i) Diretor de Administração de Fundos(ii) Diretor de Distribuição e Suitability;Atuação no mercado financeiro e de capitais e no mercado cambial intermediando a negociação de títulos e valores mobiliários entre investidores e tomadores de recursos, e oferecendo serviços como plataformas de investimento pela internet (home broker), clubes de investimentos, financiamento para compra de ações (conta margem) e administração e custódia de títulos e valores mobiliários dos clientes.
44.177.538/0001-41;2023-06-01;1;David Rosset;Diretor Responsável pelo FII;Banco Safra;Agosto 2018 - Agosto 2019;Analista de Middle Office;Auxílio aos Gerentes Comerciais nas operações do dia-a-dia, envolvendo operações de Crédito, Câmbio, Fiança, Risco Sacado e Cessão Prospecção de novos clientes e visitas a clientes, auxílio na gestão de carteira dos Gerentes Comerciais Apoio operacional para liberação de operações diversas Auxílio aos Gerentes Administrativos e assistentes em regularização dependências, atualizações cadastrais e abertura de contas ? Contato com diversas áreas do Banco: Back Office, Middle Office, Área Comercial, Área Administrativa, Mesa de Câmbio e Comitê de Crédito.
44.177.538/0001-41;2023-06-01;1;David Rosset;Diretor Responsável pelo FII;IDGR;Janeiro 2022 a março 2022;Analista de Fundos;Elaboração de planilhas no Excel de controle dos dados obrigatórios que a administradora e gestora deve enviar à CVM periodicamente Elaboração de planilhas no Excel de controle dos dados obrigatórios que a administradora e gestora deve enviar à CVM periodicamente ? Análise da composição da carteira de Fundos de Investimento em Participações (FIP's), e análise de relatórios gerenciais e contábeis ? Participação de Calls para decisões sobre o orçamento de um dos FIP's, planejando os aportes necessários e a venda das investidas para fazer frente às obrigações financeiras anuais do fundo
44.527.494/0001-32;2023-06-01;1;Maria Cecilia Carrazedo de Andrade;Diretor Responsável pelo FII;Hedge Investments;Fevereiro/2017 até a presente data;Sócia e Diretora;Instituição Financeira
44.527.494/0001-32;2023-06-01;1;Maria Cecilia Carrazedo de Andrade;Diretor Responsável pelo FII;Credit Suisse Hedging-Griffo Corretora de Valores S.A.;Outubro/2006 a Fevereiro/2017;Vice President - Real Estate;Instituição Financeira
44.625.694/0001-28;2023-06-01;2;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;XP Investimentos CCTVM S.A.;Desde setembro de 2021;Diretor de Administração Fiduciária;Diretor responsável pelos serviços de administração fiduciária
44.625.694/0001-28;2023-06-01;2;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;março de 2015 a agosto de 2021;Diretor Executivo;Diretor Executivo responsável pelos serviços de administração fiduciária, custódia e controladoria
45.123.465/0001-78;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;J.P. Morgan;2010/2016;Diretor;Instituição financeira
45.123.465/0001-78;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;BANCO GENIAL S.A.;2016/Atual;Diretor;Instituição financeira
45.123.558/0001-00;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;BANCO GENIAL S.A.;2016/Atual;Diretor;Instituição financeira
45.123.558/0001-00;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;J.P. Morgan;2010/2016;Diretor;Instituição financeira
45.188.066/0001-95;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
45.188.066/0001-95;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
45.188.124/0001-80;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
45.188.124/0001-80;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
45.188.176/0001-57;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de CEO (Chief Executive Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de CEO (Chief Executive Officer) da área de Global Asset Management.
45.188.176/0001-57;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
45.188.199/0001-61;2023-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer)da área de Merchant Banking e,atualmente, ocupa o cargo de COO (Chief Operations Officer)da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief OperationsOfficer) da área de Global Asset Management.
45.718.511/0001-81;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;BANCO GENIAL S.A.;2016/Atual;Diretor;Instituição financeira
45.718.511/0001-81;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;J.P. Morgan;2010/2016;Diretor;Instituição financeira
45.742.247/0001-11;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;BANCO GENIAL S.A.;2016/Atual;Diretor;Instituição financeira
45.742.247/0001-11;2023-06-01;1;RODRIGO DE GODOY;Diretor Responsável pelo FII;J.P. Morgan;2010/2016;Diretor;Instituição financeira
45.777.119/0001-03;2023-06-01;1;Daniel Doll Lemos;Diretor Responsável pelo FII;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;05/2000;(i) Diretor de Administração de Fundos(ii) Diretor de Distribuição e Suitability;Atuação no mercado financeiro e de capitais e no mercado cambial intermediando a negociação de títulos e valores mobiliários entre investidores e tomadores de recursos, e oferecendo serviços como plataformas de investimento pela internet (home broker), clubes de investimentos, financiamento para compra de ações (conta margem) e administração e custódia de títulos e valores mobiliários dos clientes.
46.285.299/0001-79;2023-06-01;1;Daniel Doll Lemos;Diretor Responsável pelo FII;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;05/2000;(i) Diretor de Administração de Fundos(ii) Diretor de Distribuição e Suitability;Atuação no mercado financeiro e de capitais e no mercado cambial intermediando a negociação de títulos e valores mobiliários entre investidores e tomadores de recursos, e oferecendo serviços como plataformas de investimento pela internet (home broker), clubes de investimentos, financiamento para compra de ações (conta margem) e administração e custódia de títulos e valores mobiliários dos clientes.
48.410.852/0001-83;2023-06-01;1;MARCUS ALEXANDRE DE SOUZA MORAES;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;05/2022 - Atualmente;Diretor Executivo;Responsável pelo negócio de Administração Fiduciária/ Banco
48.410.852/0001-83;2023-06-01;1;MARCUS ALEXANDRE DE SOUZA MORAES;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;06/2019 - 05/2022;Superintendente;Responsável por uma equipe de relationship managers.
48.410.852/0001-83;2023-06-01;1;MARCUS ALEXANDRE DE SOUZA MORAES;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;01/2016 - 05/2019;Relationship Manager;Função na qual atendia todos os clientes institucionais.
48.565.175/0001-72;2023-06-01;2;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;março de 2015 a agosto de 2021;Diretor Executivo;Diretor Executivo responsável pelos serviços de administração fiduciária, custódia e controladoria
48.565.175/0001-72;2023-06-01;2;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;XP Investimentos CCTVM S.A.;Desde setembro de 2021;Diretor de Administração Fiduciária;Diretor responsável pelos serviços de administração fiduciária
48.904.259/0001-93;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bradesco S/A;2000/2001;Gerente de Underwriting;Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais).
48.904.259/0001-93;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Grupo Planner;2001/ Atual;Diretor / Conselheiro;Responsável pela administração fiduciária de Fundos de Investimento
48.904.259/0001-93;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bandeirantes de Investimentos S/A;1986/1999;Analista de Investimento;Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros.
48.904.259/0001-93;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Planner Corretora de Valores S/A;1999/2000;Gerente;Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos "covenants" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes.
48.916.246/0001-34;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management.
48.916.246/0001-34;2023-06-01;1;Allan Hadid;Diretor Responsável pelo FII;BRZ Investimentos;De junho de 2011 até junho de 2014;CEO (Chief Executive Officer);Atuou na área de gestão de recursos
48.961.539/0001-33;2023-12-01;1;Allan Hadid;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2014 até hoje;Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer)da área de Merchant Banking e,atualmente, ocupa o cargo de COO (Chief Operations Officer)da área de Global Asset Management;Atualmente, ocupa o cargo de COO (Chief OperationsOfficer) da área de Global Asset Management.
48.964.604/0001-84;2023-06-01;1;David Rosset;Diretor Responsável pelo FII;Banco Safra;Agosto 2018 - Agosto 2019;Analista de Middle Office;Auxílio aos Gerentes Comerciais nas operações do dia-a-dia, envolvendo operações de Crédito, Câmbio, Fiança, Risco Sacado e Cessão Prospecção de novos clientes e visitas a clientes, auxílio na gestão de carteira dos Gerentes Comerciais Apoio operacional para liberação de operações diversas Auxílio aos Gerentes Administrativos e assistentes em regularização dependências, atualizações cadastrais e abertura de contas ? Contato com diversas áreas do Banco: Back Office, Middle Office, Área Comercial, Área Administrativa, Mesa de Câmbio e Comitê de Crédito.
48.964.604/0001-84;2023-06-01;1;David Rosset;Diretor Responsável pelo FII;IDGR;Janeiro 2022 a março 2022;Analista de Fundos;Elaboração de planilhas no Excel de controle dos dados obrigatórios que a administradora e gestora deve enviar à CVM periodicamente Elaboração de planilhas no Excel de controle dos dados obrigatórios que a administradora e gestora deve enviar à CVM periodicamente ? Análise da composição da carteira de Fundos de Investimento em Participações (FIP's), e análise de relatórios gerenciais e contábeis ? Participação de Calls para decisões sobre o orçamento de um dos FIP's, planejando os aportes necessários e a venda das investidas para fazer frente às obrigações financeiras anuais do fundo
48.978.731/0001-32;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Planner Corretora de Valores S/A;1999/2000;Gerente;Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos "covenants" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes.
48.978.731/0001-32;2023-06-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Grupo Planner;2001/ Atual;Diretor / Conselheiro;Responsável pela administração fiduciária de Fundos de Investimento
