CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
42.754.342/0001-47;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 114ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;65149000;Emissão de Cotas
42.754.342/0001-47;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 2 da 114ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4438000;Emissão de Cotas
42.754.342/0001-47;2023-06-01;1;BRCO11;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;10661988.67;Emissão de Cotas
42.754.342/0001-47;2023-06-01;1;HGBS11;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;3806859.91;Emissão de Cotas
42.754.342/0001-47;2023-06-01;1;HGLG15;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;32781856.5;Emissão de Cotas
42.754.342/0001-47;2023-06-01;1;MALL11;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;10614475.88;Emissão de Cotas
42.754.342/0001-47;2023-06-01;1;VISC11;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;7343380.5;Emissão de Cotas
42.754.342/0001-47;2023-06-01;1;XPLG11;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;12327772.01;Emissão de Cotas
42.754.342/0001-47;2023-06-01;1;XPML15;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;23858781.6;Emissão de Cotas
42.754.362/0001-18;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 12 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;7948673.2818685;Emissão de Cotas
42.754.362/0001-18;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 13 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;3312615.63455275;Emissão de Cotas
42.754.362/0001-18;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 17 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;6869356.48546275;Emissão de Cotas
42.754.362/0001-18;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 18 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;6869356.48546275;Emissão de Cotas
42.754.362/0001-18;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 95ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;20000000;Emissão de Cotas
42.754.362/0001-18;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 166ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;19500000;Emissão de Cotas
42.869.892/0001-01;2023-06-01;2;SEBASTIAO PAES (BRIO III) 50%;Benefícios futuros;12092638.73;Recursos próprios / emissão de cotas
42.888.292/0001-90;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;10991129.86;Oferta Pública
42.888.292/0001-90;2023-06-01;1;Eco Securitizdora;Ganho de capital e recebimento de juros;37844427.99;Oferta Pública
42.888.292/0001-90;2023-06-01;1;TRUE SECURITIZADORA;Ganho de capital e recebimento de juros;8823122.05;Oferta Pública
42.888.292/0001-90;2023-06-01;1;VERT COMPANHIA SECURITIZADORA;Ganho de capital e recebimento de juros;5982482.62;Oferta Pública
43.008.233/0001-43;2023-06-01;1;CRI 21C0071934;Lucro na Venda;17252233.82;Capital
43.008.233/0001-43;2023-06-01;1;CRI 21H0976574;Lucro na Venda;50001024.46;Capital
43.008.233/0001-43;2023-06-01;1;CRI 21K0908334;Lucro na Venda;29000554.24;Capital
43.008.233/0001-43;2023-06-01;1;CRI 21L0002618;Lucro na Venda;12707435.63;Capital
43.008.233/0001-43;2023-06-01;1;CRI 21L0329277;Lucro na Venda;29363869.45;Capital
43.008.233/0001-43;2023-06-01;1;CRI 21L0329279;Lucro na Venda;12919571.56;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22B0084502;Lucro na Venda;36279300.70;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22D0847833;Lucro na Venda;5063420.85;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22D0847835;Lucro na Venda;16715332.21;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22E1273339;Lucro na Venda;286821837.80;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22K0016415;Lucro na Venda;5227545.03;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22K0065025;Lucro na Venda;28000000.00;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22K1048115;Lucro na Venda;28652524.57;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22K1089353;Lucro na Venda;28640687.35;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22K1089354;Lucro na Venda;28643343.59;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22K1089355;Lucro na Venda;13995575.95;Capital
43.008.233/0001-43;2023-06-01;1;CRI 22K1108730;Lucro na Venda;28000000.00;Capital
43.008.233/0001-43;2023-06-01;1;CRI 23C0113876;Lucro na Venda;39000000.00;Capital
43.008.233/0001-43;2023-06-01;1;CRI 23D1695281;Lucro na Venda;37000000.00;Capital
43.008.233/0001-43;2023-06-01;1;CRI 23D1695285;Lucro na Venda;22000000.00;Capital
43.440.579/0001-16;2023-06-01;1;2246728 - CRI (21I0801132);rentabilidade;2030458.71;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246735 - CRI (21F0968888);rentabilidade;1501125.32;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246367 - CRI ASTIR (21L0285556);rentabilidade;1500901.75;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246759 - CRI (22J0344557);rentabilidade;1000000;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246737 - CRI (19L0909950);rentabilidade;2002923.43;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246736 - CRI (20A0982855);rentabilidade;2002186.2;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246782 - CRI (22J0000801);rentabilidade;2000000;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246860 - CRI (22K1692411);rentabilidade;1000000;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246920 - CRI (22H1664933);rentabilidade;999126.54;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2247074 - CRI (23B0587522);rentabilidade;1250000;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2247172 - CRI (23D0005401);rentabilidade;1000000;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2247110 - CRI (22L1607693);rentabilidade;978041.03;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246920 - CRI (22H1664933);rentabilidade;639487.65;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246765 - CRI (22I1423521);rentabilidade;427049.35;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2246367 - CRI ASTIR (21L0285556);rentabilidade;767641.04;aplicação de cotistas
43.440.579/0001-16;2023-06-01;1;2247110 - CRI (22L1607693);rentabilidade;341256.05;aplicação de cotistas
43.617.647/0001-70;2023-06-01;1;Não houve aquisição de imoveis no período;Não houve aquisição de imoveis no período;0;nenhuma
43.741.195/0001-33;2023-06-01;1;18G0705308;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;44780125.94;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;19H0000001;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;8000421.75;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;19J0265419;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;30332712.53;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;19K1139274;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;12166275.13;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;19L0104222;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;72073153.44;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;20C0128177;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;18275490.71;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;20G0800227;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;149999999.34;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;20I0047200;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;59826072.73;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;20I0815543;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;30304119.92;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21C0789502;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;53252047.74;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21D0456641;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;23514880.74;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21D0862572;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;5750321.48;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21E0407810;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;495447492.78;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21E0514204;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;311585016.6;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21F1076305;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;25166448.67;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21F1076965;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;46639856.28;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21H0700312;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;67077782.09;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21H1031711;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;5008323.31;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21I0682465;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;435287969.62;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21I0931497;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;167482695.43;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21J0043571;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;785716884.34;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21K0915478;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;34669413.43;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21K0938679;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;11147569.62;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21K1073642;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;70049728.84;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21L0640489;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;297910093.62;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;21L0736589;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;38527633.95;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22A0695877;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;27569175.36;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22B0006022;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;7257163.8;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22B0939885;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;71833497.98;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22C0050625;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;54473668.55;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22D0371507;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;25125078.12;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22G1234007;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;6011148.97;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22G1234008;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;46670394.11;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22H0194042;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;130149283.46;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22H1104501;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;5866073.22;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22I1049939;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;35394795.53;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22I1050562;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;23596530.35;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22J0978863;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;106796990.79;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22K0024321;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;24210455.48;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22K1361155;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;141509315.46;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22K1362572;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;51409656.23;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22L0296841;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;56124240.08;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22L1086426;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;242016676.34;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;22L1668408;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;74287810.61;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;23A0297064;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;30000000;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;23A1687794;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;24213094.25;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;23B1590427;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;17095000;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;23D1173345;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;45000000;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;23D1173427;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;25000000;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;23D1610941;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;21539160.84;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;23E1781398;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;49000000;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;BELU11;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;57342395.68;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;JIVE PROPERTIES FII I;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;64485414.36;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;JIVE PROPERTIES FII II;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;29044408.84;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;OT SOBERANO;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;2736405455.11;Recursos de caixa
43.741.195/0001-33;2023-06-01;1;SAFRA CAPITAL MARKET PREMIUM FIC FI RF REFERENCIADO DI CP;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;553000000;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA021004I1;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;1895091.83;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA021005M0;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;4992065.77;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022002H0;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;3556013.57;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022006N6;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;13436387.98;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA0220079D;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;5455062.65;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022007KG;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;9005570.24;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022007VG;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;4020220.92;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA02200810;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;9190634.53;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022008YG;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;13785179.1;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022008YH;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;19970642.92;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA0220099D;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;2550353.02;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022009KI;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;27822327.56;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022009VM;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;9086398.03;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA022009VN;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;20099550.8;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA02200CT5;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;10053212.17;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA02200DKY;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;14001496.38;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA02200EI9;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;14337000;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA023000XD;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;24058659.7;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;CRA023006SH;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;13017952.63;Recursos de caixa
43.741.205/0001-30;2023-06-01;1;OT SOBERANO;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;270020029.59;Recursos de caixa
43.790.197/0001-12;2023-06-01;1;MAM ZC TESOURO SELIC FI RF;Gestão de Liquidez do Fundo;7469.45;Fluxo de Caixa
43.951.875/0001-81;2023-06-01;1;COTAS DE FII - BRM FII II;Aquisição de ativos imobiliários conforme política de investimentos;4545046.63;Integralização de cotistas
43.951.875/0001-81;2023-06-01;1;COTAS DE FII - BRIO REAL ESTATE IV FII;Aquisição de ativos imobiliários conforme política de investimentos;2639000;Integralização de cotistas
43.951.875/0001-81;2023-06-01;1;CRI - 22H1575281 - TRUE SECURITIZADORA;Aquisição de ativos imobiliários conforme política de investimentos;4750000;Integralização de cotistas
43.951.911/0001-07;2023-06-01;1;CRA022003UX;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;4020297.74;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA022009KI;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;4024298.51;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA02200CT5;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;3527973.51;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA02300E1L;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;9500000;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA02300BQD;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;3000000;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA02300DQH;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;5000000;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA02300A16;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;6000000;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA02200CT5;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;2999605.27;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA022009KI;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;4500196.51;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA022003UX;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;52127.05;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;HIAG11;Aquisição de ativos imobiliários através da aquisição de Debenture conforme previsto na Política de Investimento do Fundo.;4012864.38;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA021002YC;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;35128.42;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA022009KH;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;5009716.13;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA022009KJ;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;2184357.91;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA022003UX;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;10500300.43;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA02200813;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;1450000;Aporte de cotistas
43.951.911/0001-07;2023-06-01;1;CRA02200799;Aquisição de ativos imobiliários através da aquisição de CRA conforme previsto na Política de Investimento do Fundo.;15000000;Aporte de cotistas
44.002.561/0001-03;2023-06-01;1;MT76424 TER-R - Dom Ant.;Renda;12206680.2;Caixa do fundo
44.002.561/0001-03;2023-06-01;1;ITAU SOBERANO REF SI;Valorização de capital conforme política de investimentos;1039.58;Caixa do fundo
44.002.561/0001-03;2023-06-01;1;G5 FI RF REF.DI;Valorização de capital conforme política de investimentos;12919691.99;Caixa do fundo
44.177.538/0001-41;2023-06-01;1;HESA 100 - 1464 -Mat111800;RENTABILIDADE;489942.26;APLICAÇÃO DE COTISTAS
44.177.538/0001-41;2023-06-01;1;HESA 100 - 1056 -Mat111753;RENTABILIDADE;484499.87;APLICAÇÃO DE COTISTAS
44.177.538/0001-41;2023-06-01;1;HESA 100 - 1854 -Mat111895;RENTABILIDADE;477672.32;APLICAÇÃO DE COTISTAS
44.286.898/0001-81;2023-06-01;1;CRA - Reit Securitizadora;Ganho de capital e recebimento de juros;12919879.33;Oferta pública
44.527.494/0001-32;2023-06-01;1;CRI   22F0930128;Renda;15019914.9;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22J0070697;Renda;14556394.58;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22K0016415;Renda;12911558.83;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22L1258273;Renda;12772171.09;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22J0268409;Renda;10166303.62;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22J0268287;Renda;9519121.54;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22L1211468;Renda;6625924.35;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22L1668408;Renda;6030623.9;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22F1357736;Renda;4791638.82;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22L1668364;Renda;4000000;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22L1668366;Renda;4000000;Patrimônio
44.527.494/0001-32;2023-06-01;1;CRI   22L1668361;Renda;2982859.54;Patrimônio
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Nova Andradina - MS (Mat 89);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;3300000;INTEGRALIZAÇÃO DE COTAS
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Sapezal - MT (Mat 411);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;2140000;INTEGRALIZAÇÃO DE COTAS
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Rio Branco - AC (Mat 14 797);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;4400000;INTEGRALIZAÇÃO DE COTAS
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Sete Quedas - MS (Mat 6 370);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;890000;INTEGRALIZAÇÃO DE COTAS
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Amambai - MS (Mat 15 388);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;2280000;INTEGRALIZAÇÃO DE COTAS
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Juara - MT (Mat 2 014);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;1000000;INTEGRALIZAÇÃO DE COTAS
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Bonito - MS (Mat 7 438);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;1270000;INTEGRALIZAÇÃO DE COTAS
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Presidente Médici - RO (Mat 3 335);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;1530000;INTEGRALIZAÇÃO DE COTAS
45.123.465/0001-78;2023-06-01;1;IMÓVEL - Acrelândia - AC (Mat 1 884);AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;630000;INTEGRALIZAÇÃO DE COTAS
